timestamp,energy_kwh,outdoor_temp,indoor_temp,occupancy,humidity,hvac_status,solar_irradiance,wind_speed,building_zone,setpoint_temp,equipment_age,day_type,day_type_num,Isolation Forest_anomaly,Isolation Forest_score,HBOS_anomaly,HBOS_score,COPOD_anomaly,COPOD_score,agreement
2026-01-03 06:09:24.282531,48.62552825796115,9.023982633508911,24.191470287635585,75,51.5,1,0.0,6.8,Main Building,20.0,5.0,Weekend,1,False,-0.11034016415309361,False,6.847824457521003,False,8.85170540092049,0.0
2026-01-03 07:09:24.282531,37.88249356045369,16.28367733292805,23.43216068959559,32,52.5,1,14.1,16.9,Main Building,20.0,5.0,Weekend,1,False,-0.09983428578436149,False,5.774623842945247,False,9.31516070770192,0.0
2026-01-03 08:09:24.282531,20.437826788392748,18.20483423839238,22.96347455565524,27,49.9,0,136.9,4.7,Main Building,20.0,5.0,Weekend,1,False,-0.042507958617951425,False,9.041041599046077,False,10.214993488376374,0.0
2026-01-03 09:09:24.282531,30.463189525235254,19.72726694590246,22.451644056262868,93,37.1,0,180.7,9.9,Main Building,20.0,5.0,Weekend,1,False,-0.011281061591038477,True,12.6576544687046,False,11.014963717780898,1.0
2026-01-03 10:09:24.282531,38.604784707663015,23.150880221606684,22.53015530851716,1,48.4,0,206.7,4.9,Main Building,22.0,5.0,Weekend,1,False,-0.059853713758994564,False,8.65677334421372,False,10.288212689233678,0.0
2026-01-03 11:09:24.282531,34.67713123593959,21.49239533780895,22.74135084212293,11,36.4,0,375.9,1.9,Main Building,22.0,5.0,Weekend,1,False,-0.037066599300686454,False,8.958801826083931,False,11.230034326293776,0.0
2026-01-03 12:09:24.282531,124.504406287593,24.965011674799776,22.328950384853933,36,40.8,1,248.8,7.3,Main Building,22.0,5.0,Weekend,1,False,-0.08410490974650131,False,6.4634426403324206,False,10.53118242283445,0.0
2026-01-03 13:09:24.282531,43.361247810750896,25.690055395611363,23.506897264697777,20,32.7,1,662.1,4.1,Main Building,22.0,5.0,Weekend,1,False,-0.05619086424127945,False,8.086974611602878,False,11.552807325321469,0.0
2026-01-03 14:09:24.282531,57.76635731160183,29.657160328338065,24.090617025885354,55,35.0,1,447.5,9.9,Main Building,22.0,5.0,Weekend,1,False,-0.06482736091600144,False,10.905763514003759,False,11.97732943562891,0.0
2026-01-03 15:09:24.282531,36.832150805397376,25.599188401645364,22.51984155376299,1,34.9,1,637.0,4.1,Main Building,22.0,5.0,Weekend,1,False,-0.05658475273304375,False,7.7207515701154925,False,11.642646158670846,0.0
2026-01-03 16:09:24.282531,46.52943566642075,26.89066134607487,23.194540072364006,40,37.5,1,294.3,10.5,Main Building,22.0,5.0,Weekend,1,False,-0.11004014539645968,False,7.27684301999531,False,9.966994006536918,0.0
2026-01-03 17:09:24.282531,38.2516128306521,28.3928071878082,24.24586410092967,0,38.9,1,234.0,10.4,Main Building,22.0,5.0,Weekend,1,False,-0.08234822671148129,False,8.366410819513094,False,11.623953311348291,0.0
2026-01-03 18:09:24.282531,27.641996533224,27.7885356967553,24.26667558169539,23,43.4,1,63.4,3.7,Main Building,22.0,5.0,Weekend,1,False,-0.09449325206154208,False,5.9023102058394254,False,10.032094337082501,0.0
2026-01-03 19:09:24.282531,32.084829288304185,26.47073289206938,23.7782392925245,0,49.2,1,12.6,4.3,Main Building,22.0,5.0,Weekend,1,False,-0.10215465536358792,False,5.159362917705002,False,9.50594763807448,0.0
2026-01-03 20:09:24.282531,22.43617750438167,22.87972916466653,22.759221827194565,22,59.1,0,0.0,0.9,Main Building,22.0,5.0,Weekend,1,False,-0.048319192491726115,False,7.4239828562752805,False,12.448029677372215,0.0
2026-01-03 21:09:24.282531,34.37218612359715,20.53056969191457,22.999508287524296,46,57.0,0,0.0,5.4,Main Building,22.0,5.0,Weekend,1,False,-0.0759300421680289,False,5.939875163308406,False,9.74663714339861,0.0
2026-01-03 22:09:24.282531,42.54766369743932,19.64028139015672,21.205667069415043,29,60.6,0,0.0,4.6,Main Building,20.0,5.0,Weekend,1,False,-0.042929209706942806,False,8.068170081733042,False,11.789811010592572,0.0
2026-01-03 23:09:24.282531,31.014378387505158,22.49441131699809,22.114935310328622,25,60.5,0,0.0,5.7,Main Building,22.0,5.0,Weekend,1,False,-0.06587696004254562,False,7.641869714938698,False,11.75138925383802,0.0
2026-01-04 00:09:24.282531,41.10730012844947,19.519504757321894,22.2692799022911,26,71.8,0,0.0,8.7,Main Building,20.0,5.0,Weekend,1,False,-0.0506934515316656,False,8.43502771641693,False,14.804220236679232,0.0
2026-01-04 01:09:24.282531,59.78540594478616,14.293423025656882,23.40430255028164,7,57.3,1,0.0,1.9,Main Building,20.0,5.0,Weekend,1,False,-0.13263362616356034,False,4.1122286933123515,False,8.241155471772565,0.0
2026-01-04 02:09:24.282531,59.377698732127456,14.708689204332623,23.701105453782585,15,50.5,1,0.0,11.5,Main Building,20.0,5.0,Weekend,1,False,-0.1389555933071116,False,5.769237209859464,False,8.212606821729537,0.0
2026-01-04 03:09:24.282531,51.76112379044459,12.570518511121865,24.3199299816757,42,46.5,1,0.0,3.0,Main Building,20.0,5.0,Weekend,1,False,-0.13309793577893542,False,4.972686122182006,False,7.373441749319242,0.0
2026-01-04 04:09:24.282531,51.35783053612729,11.973933951196434,23.715574961541357,26,55.4,1,0.0,4.4,Main Building,20.0,5.0,Weekend,1,False,-0.14427720565085028,False,4.595389331185037,False,7.72323929775616,0.0
2026-01-04 05:09:24.282531,30.04049375118052,16.814212490658708,22.070344844012016,13,46.8,1,0.0,3.2,Main Building,20.0,5.0,Weekend,1,False,-0.08057823778118844,False,5.016080428051607,False,7.886688060053703,0.0
2026-01-04 06:09:24.282531,38.90927858620428,17.597476526353407,22.730636903472757,16,35.1,1,0.0,11.9,Main Building,20.0,5.0,Weekend,1,False,-0.08909172451015268,False,5.6729173271107225,False,8.588686807808255,0.0
2026-01-04 07:09:24.282531,37.83831258972687,15.83771518336953,23.486795807899004,38,53.0,1,37.1,6.9,Main Building,20.0,5.0,Weekend,1,False,-0.13073935951362836,False,3.6902051080518836,False,7.870572088674831,0.0
2026-01-04 08:09:24.282531,26.41906357958496,18.681704652691124,22.25356832042389,17,37.9,0,135.5,10.0,Main Building,20.0,5.0,Weekend,1,False,-0.025790277383017424,False,10.304111131664657,False,11.097222037831514,0.0
2026-01-04 09:09:24.282531,28.652283612682474,19.88745475325924,22.279232847049933,36,47.1,0,123.7,7.1,Main Building,20.0,5.0,Weekend,1,False,-0.0644318327198819,False,9.357622979334618,False,9.818091052581885,0.0
2026-01-04 10:09:24.282531,36.79533650700284,22.64154865403044,22.73819900691644,15,38.4,0,223.5,12.8,Main Building,22.0,5.0,Weekend,1,False,-0.03710264249317752,False,10.481695917706796,False,11.491498622156568,0.0
2026-01-04 11:09:24.282531,52.29497937356109,26.836087358789666,22.958735019397984,43,41.1,1,245.0,7.7,Main Building,22.0,5.0,Weekend,1,False,-0.11450217992250256,False,7.050775460843614,False,8.91896334478376,0.0
2026-01-04 12:09:24.282531,43.65020999777486,25.13410025207988,22.932494885845763,28,41.9,1,654.2,6.1,Main Building,22.0,5.0,Weekend,1,False,-0.0751051424439868,False,7.093963289352104,False,10.44902884419212,0.0
2026-01-04 13:09:24.282531,57.5715848624381,28.370830792309885,23.342146854416367,42,34.1,1,410.4,5.5,Main Building,22.0,5.0,Weekend,1,False,-0.08616064374966836,False,8.431771488258933,False,9.852028236945598,0.0
2026-01-04 14:09:24.282531,36.52024864196352,26.03004210897473,23.11134752350575,42,39.5,1,497.4,7.6,Main Building,22.0,5.0,Weekend,1,False,-0.09617961120651763,False,7.477041876819051,False,10.161379057178149,0.0
2026-01-04 15:09:24.282531,56.0640853425992,32.36522489719891,25.926406359964805,44,36.6,1,199.8,10.7,Main Building,22.0,5.0,Weekend,1,False,-0.03367555780079212,False,10.569526303396254,False,15.04562246395449,0.0
2026-01-04 16:09:24.282531,54.527439640697125,31.244258060110887,25.03096851732288,11,40.7,1,159.0,5.4,Main Building,22.0,5.0,Weekend,1,False,-0.07919355106653442,False,8.656012293922112,False,11.62783685329029,0.0
2026-01-04 17:09:24.282531,46.15095718055655,29.21698361441628,24.077553807031368,45,49.3,1,303.2,6.4,Main Building,22.0,5.0,Weekend,1,False,-0.09849336950829024,False,6.921667544639712,False,10.218358022780363,0.0
2026-01-04 18:09:24.282531,38.38142018362282,31.43742327582452,25.265280567304984,8,46.5,1,54.6,29.0,Main Building,22.0,5.0,Weekend,1,True,0.007162155542321802,False,8.389469453525567,False,15.362481411187188,1.0
2026-01-04 19:09:24.282531,34.880458539266264,29.51132182283805,24.439698531599355,32,44.7,1,21.3,13.5,Main Building,22.0,5.0,Weekend,1,False,-0.08106282518078173,False,6.631905510656445,False,11.37518346768718,0.0
2026-01-04 20:09:24.282531,41.47817104785969,24.775216673645627,23.72293441883369,12,47.1,1,0.0,5.8,Main Building,22.0,5.0,Weekend,1,False,-0.12063329885612734,False,4.2810647357101725,False,7.9746391740576295,0.0
2026-01-04 21:09:24.282531,36.89358736041947,24.83913857967209,22.808049089974062,20,52.0,1,0.0,4.3,Main Building,22.0,5.0,Weekend,1,False,-0.11713751324011556,False,3.8680509387929165,False,8.075612550096334,0.0
2026-01-04 22:09:24.282531,40.65663806276366,24.427348987826218,23.561546644408608,0,64.6,1,0.0,5.1,Main Building,22.0,5.0,Weekend,1,False,-0.06697374715271498,False,5.377674083450938,False,11.293262735279765,0.0
2026-01-04 23:09:24.282531,35.796171323167684,18.86586401687436,21.75495540168893,39,64.2,0,0.0,14.3,Main Building,20.0,5.0,Weekend,1,False,-0.024163744031900025,False,9.835896278754795,False,13.677919638799484,0.0
2026-01-05 00:09:24.282531,197.66763690352644,18.289164834398157,22.02176462029942,43,61.1,0,0.0,7.0,Main Building,20.0,5.0,Weekday,0,True,0.009334941137031483,False,8.551203183287976,True,15.91977438062799,2.0
2026-01-05 01:09:24.282531,107.51765924355294,17.097933247518732,22.430380347489685,27,57.7,1,0.0,10.7,Main Building,20.0,5.0,Weekday,0,False,-0.13037494297395646,False,4.036609603625263,False,8.665956196406732,0.0
2026-01-05 02:09:24.282531,97.12411024664588,17.998035537517566,23.096939976619588,45,63.2,1,0.0,1.2,Main Building,20.0,5.0,Weekday,0,False,-0.1324875279745233,False,4.328154773283933,False,9.166880822037465,0.0
2026-01-05 03:09:24.282531,103.2011760478183,10.500792172684946,23.92976959278905,21,48.9,1,0.0,9.7,Main Building,20.0,5.0,Weekday,0,False,-0.13971635798061388,False,4.532726808208342,False,7.971634579324353,0.0
2026-01-05 04:09:24.282531,67.47782799665777,15.115859580699777,23.17621991583801,32,59.6,1,0.0,5.5,Main Building,20.0,5.0,Weekday,0,False,-0.15500774569393122,False,3.680002603907523,False,7.344964925509038,0.0
2026-01-05 05:09:24.282531,69.39199352892678,14.403739918759962,23.54794798298283,5,55.7,1,0.0,3.1,Main Building,20.0,5.0,Weekday,0,False,-0.1549279653870776,False,3.2930641610901707,False,7.228575207723556,0.0
2026-01-05 06:09:24.282531,61.74783722777414,14.573216179451656,23.95109768889206,5,45.5,1,0.0,15.6,Main Building,20.0,5.0,Weekday,0,False,-0.11851819636665628,False,5.577321493833271,False,8.275278458871991,0.0
2026-01-05 07:09:24.282531,59.2925334148182,18.182857308275864,22.823165435448256,39,42.1,0,31.6,6.7,Main Building,20.0,5.0,Weekday,0,False,-0.06482175142011432,False,4.991133194236877,False,7.625662188301498,0.0
2026-01-05 08:09:24.282531,91.56240387562931,14.40382555777795,22.823168655200604,315,45.5,1,52.0,0.9,Main Building,20.0,5.0,Weekday,0,False,-0.10125788295056143,False,5.888280408116709,False,7.571163418392144,0.0
2026-01-05 09:09:24.282531,92.814939044819,19.75119757041725,22.250664297587047,317,47.0,1,208.0,8.4,Main Building,20.0,5.0,Weekday,0,False,-0.07208489177087474,False,9.326390326806862,False,7.838405963644573,0.0
2026-01-05 10:09:24.282531,112.64290653080788,22.745372541519416,20.95528120505156,448,36.4,1,484.5,1.4,Main Building,22.0,5.0,Weekday,0,False,-0.04351919969799922,False,11.006340667008034,False,14.06261753262838,0.0
2026-01-05 11:09:24.282531,134.77257668566142,29.012576690836283,24.62424378700018,446,37.4,1,551.2,3.5,Main Building,22.0,5.0,Holiday,2,True,0.009966365007957001,True,14.188384488915204,True,18.479878029865564,3.0
2026-01-05 12:09:24.282531,120.97861176993553,21.599622193943137,21.89100504759301,359,43.2,1,607.3,7.5,Main Building,22.0,5.0,Weekday,0,False,-0.06250256732714449,False,10.380344185024551,False,11.911414085520168,0.0
2026-01-05 13:09:24.282531,121.85071370920446,28.747097375432837,24.215570516431463,326,32.8,1,497.2,8.0,Main Building,22.0,5.0,Weekday,0,False,-0.08109120239174228,False,10.819366280939555,False,13.27763401635614,0.0
2026-01-05 14:09:24.282531,127.83150474289418,30.860214698817465,25.420623783280988,428,28.0,1,529.4,0.9,Main Building,22.0,5.0,Weekday,0,False,-0.013242283945341549,True,13.405960576760007,True,18.610172090903472,2.0
2026-01-05 15:09:24.282531,95.49842007250312,29.10036715430616,24.08870819538945,325,39.1,1,527.3,36.4,Main Building,22.0,5.0,Weekday,0,True,0.002288421180819844,True,12.145516236236022,True,16.161467529952677,3.0
2026-01-05 16:09:24.282531,108.57530665347473,33.897538967226154,25.352241958245816,430,41.4,1,209.5,1.7,Main Building,22.0,5.0,Weekday,0,False,-0.052791059360524195,False,10.341631891513371,False,15.523540382695348,0.0
2026-01-05 17:09:24.282531,91.32784954123272,31.10085664242495,25.13006990600495,428,42.4,1,96.2,6.5,Main Building,22.0,5.0,Weekday,0,False,-0.07252940661359736,False,9.691616694427633,False,12.406603690451067,0.0
2026-01-05 18:09:24.282531,85.73060110131924,31.057918868104288,25.111298773959444,351,48.8,1,46.9,2.8,Main Building,22.0,5.0,Weekday,0,False,-0.06765408918397742,False,7.60778940692069,False,11.292394920757978,0.0
2026-01-05 19:09:24.282531,71.97383574711388,29.683824384752185,23.964203744094814,0,53.2,1,31.5,6.7,Main Building,22.0,5.0,Weekday,0,False,-0.09413022674175459,False,4.209094257189375,False,9.649087881268319,0.0
2026-01-05 20:09:24.282531,71.36672492071564,26.23447072153008,23.15024729815479,1,47.4,1,0.0,3.7,Main Building,22.0,5.0,Weekday,0,False,-0.11746400462716305,False,3.3202760985668407,False,7.215401560097322,0.0
2026-01-05 21:09:24.282531,72.42188456983848,23.708575579582792,23.228233499796254,33,53.4,0,0.0,3.0,Main Building,22.0,5.0,Weekday,0,False,-0.08146738126525571,False,5.413582347986774,False,8.39245457004416,0.0
2026-01-05 22:09:24.282531,96.48370232712014,21.391814211674223,22.169069204083765,38,55.5,0,0.0,3.2,Main Building,22.0,5.0,Weekday,0,False,-0.08772804920608274,False,5.408046542837174,False,9.15031695611758,0.0
2026-01-05 23:09:24.282531,97.5477987344124,19.7155740151631,22.531954282822674,11,65.3,0,0.0,4.5,Main Building,20.0,5.0,Weekday,0,False,-0.06506900674249838,False,6.5236697901057825,False,11.190807266718359,0.0
2026-01-06 00:09:24.282531,104.19802272226651,20.71068159437856,22.307902614803343,50,57.9,0,0.0,9.2,Main Building,22.0,5.0,Weekday,0,False,-0.06859881874014728,False,6.2850751677354735,False,10.311054613332695,0.0
2026-01-06 01:09:24.282531,108.36989392227932,16.724645796530332,22.5446491242783,0,55.3,1,0.0,8.5,Main Building,20.0,5.0,Weekday,0,False,-0.13490774863055982,False,4.036609603625263,False,8.416817752134653,0.0
2026-01-06 02:09:24.282531,105.4691596579988,14.245854420953052,23.22215512649676,51,54.9,1,0.0,10.9,Main Building,20.0,5.0,Weekday,0,False,-0.13799393817431332,False,3.754099815890952,False,8.13411023766183,0.0
2026-01-06 03:09:24.282531,97.49152037919528,16.197178102318478,23.028968141194493,58,54.0,1,0.0,9.0,Main Building,20.0,5.0,Weekday,0,False,-0.14460537854575145,False,5.8939024507304865,False,7.3066264826620175,0.0
2026-01-06 04:09:24.282531,69.79915225924138,16.58424164266501,22.42306453979257,46,43.2,1,0.0,1.4,Main Building,20.0,5.0,Weekday,0,False,-0.13093514127236122,False,3.2741960305572064,False,6.16809835863421,0.0
2026-01-06 05:09:24.282531,68.18550072191113,15.6600529957066,24.117486404557805,45,55.1,1,0.0,5.8,Main Building,20.0,5.0,Weekday,0,False,-0.14600437691425638,False,3.63968467247353,False,7.003699455532705,0.0
2026-01-06 06:09:24.282531,52.86821236742607,17.32794439752825,23.19411504523396,44,50.4,1,0.0,9.5,Main Building,20.0,5.0,Weekday,0,False,-0.13549859693654442,False,3.6838689777866165,False,6.455422363945189,0.0
2026-01-06 07:09:24.282531,51.27394703953202,19.19445511659426,22.91404616850666,26,55.1,0,27.8,4.9,Main Building,20.0,5.0,Weekday,0,False,-0.07114156610109412,False,5.086077002538576,False,8.25400286035705,0.0
2026-01-06 08:09:24.282531,80.19568196063048,22.146986752035374,22.36781440780305,325,38.4,1,130.7,4.5,Main Building,22.0,5.0,Weekday,0,False,-0.10022178845180102,False,9.164808112116344,False,7.583866737755239,0.0
2026-01-06 09:09:24.282531,96.79727307018214,23.22434421325889,22.42569248182612,313,40.4,1,296.0,14.4,Main Building,22.0,5.0,Weekday,0,False,-0.08983879342541234,False,10.047674077948974,False,10.068524700207114,0.0
2026-01-06 10:09:24.282531,115.7845140459783,24.10725233600673,22.04901384751307,440,42.4,1,381.0,9.4,Main Building,22.0,5.0,Weekday,0,False,-0.08236776412398689,False,9.386203647916181,False,12.032544798562839,0.0
2026-01-06 11:09:24.282531,117.96575180621488,25.22918010627562,22.980099977643626,360,39.1,1,645.4,2.5,Main Building,22.0,5.0,Weekday,0,False,-0.08171133993716573,False,8.701240126132918,False,11.732404552027585,0.0
2026-01-06 12:09:24.282531,137.76772074077604,30.158380142367967,24.4000127802427,456,30.7,1,305.3,26.3,Main Building,22.0,5.0,Weekday,0,True,0.025510241236230247,True,13.728057726553775,True,19.077761980435014,3.0
2026-01-06 13:09:24.282531,129.55958001169626,27.92525092597587,23.380319234122144,437,39.8,1,266.0,1.7,Main Building,22.0,5.0,Weekday,0,False,-0.0898164289484566,False,9.54695758020374,False,12.810630506677935,0.0
2026-01-06 14:09:24.282531,139.59408346520996,31.84607330606408,24.06888256359271,537,38.4,1,328.7,2.2,Main Building,22.0,5.0,Weekday,0,False,-0.026125603573129652,False,11.929072713846233,True,19.066573433182686,1.0
2026-01-06 15:09:24.282531,111.0445903488796,32.03719633089135,24.73013206564498,349,26.4,1,517.7,14.7,Main Building,22.0,5.0,Weekday,0,False,-0.0074560813539266135,True,13.858879663495173,True,17.111203228204012,2.0
2026-01-06 16:09:24.282531,105.91417508465436,33.35870197523167,24.892536549646707,435,42.5,1,482.1,4.1,Main Building,22.0,5.0,Holiday,2,True,0.01399988386911033,True,13.416063613574302,True,17.382044154999278,3.0
2026-01-06 17:09:24.282531,89.2010559679626,29.203291240794627,24.13216098264308,455,52.6,1,235.5,3.0,Main Building,22.0,5.0,Weekday,0,False,-0.07158424152461629,False,8.823094619987414,False,11.70936108381105,0.0
2026-01-06 18:09:24.282531,87.94040908566545,29.40958173565892,24.86021829044608,413,48.8,1,110.2,4.3,Main Building,22.0,5.0,Weekday,0,False,-0.09278696874378534,False,9.43399569196207,False,10.961217979845713,0.0
2026-01-06 19:09:24.282531,69.17558806590162,30.413478448144105,25.107158249286066,64,50.0,1,25.3,4.0,Main Building,22.0,5.0,Weekday,0,False,-0.07599159904296798,False,6.806693047207356,False,10.304769045186815,0.0
2026-01-06 20:09:24.282531,70.27796198735152,24.893857113820463,23.01128532989178,12,42.8,1,0.0,7.8,Main Building,22.0,5.0,Weekday,0,False,-0.11878552334210107,False,3.8901640648881353,False,7.078203843646919,0.0
2026-01-06 21:09:24.282531,87.00787493125398,27.522322905508883,24.159843736886977,50,59.9,1,0.0,4.2,Main Building,22.0,5.0,Weekday,0,False,-0.10052697838475866,False,4.570018176762052,False,9.649462595119138,0.0
2026-01-06 22:09:24.282531,100.56416095788884,21.186334136215784,22.777291057950777,69,52.0,0,0.0,12.9,Main Building,22.0,5.0,Weekday,0,False,-0.023662722206659992,False,8.660078134575166,False,10.132071183450872,0.0
2026-01-06 23:09:24.282531,188.05165466797675,22.427511329996275,22.12919747239057,35,60.3,0,0.0,4.8,Main Building,22.0,5.0,Weekday,0,False,-0.00046874241342120815,False,7.845557858947573,False,15.151794071778172,0.0
2026-01-07 00:09:24.282531,118.7911203065988,17.39171818174899,22.54754781598762,32,49.9,1,0.0,11.2,Main Building,20.0,5.0,Holiday,2,False,-0.05528473572998727,False,7.397489276040165,False,10.659193511559485,0.0
2026-01-07 01:09:24.282531,96.20814549421378,19.48587324861642,23.291586044979702,19,49.2,0,0.0,8.8,Main Building,20.0,5.0,Weekday,0,False,-0.0800779914144874,False,5.393853089701755,False,8.178938111557093,0.0
2026-01-07 02:09:24.282531,98.76186104757556,17.892614938700355,22.3077297010624,40,61.3,1,0.0,1.4,Main Building,20.0,5.0,Weekday,0,False,-0.13145633673131907,False,3.6105176059295276,False,8.827518811829629,0.0
2026-01-07 03:09:24.282531,96.7377593995785,14.511806203825042,22.694423108933226,31,50.6,1,0.0,4.1,Main Building,20.0,5.0,Weekday,0,False,-0.14921856978207287,False,2.878628841723566,False,6.174967316462764,0.0
2026-01-07 04:09:24.282531,70.4717189303104,20.406467351094392,21.86479057388287,28,51.5,0,0.0,8.0,Main Building,22.0,5.0,Holiday,2,False,-0.012471732539922842,False,9.45561260818758,False,11.414370982970052,0.0
2026-01-07 05:09:24.282531,60.66587954988941,14.211039432151184,22.512700240482623,10,51.2,1,0.0,12.2,Main Building,20.0,5.0,Weekday,0,False,-0.12993589066615036,False,4.85364026100857,False,7.795767416481822,0.0
2026-01-07 06:09:24.282531,70.02300540675957,16.91479214464247,22.81152274548186,78,45.3,1,0.0,4.6,Main Building,20.0,5.0,Weekday,0,False,-0.13674777681975747,False,5.340548662001245,False,5.804481204539984,0.0
2026-01-07 07:09:24.282531,50.90054528378186,20.010371303543867,22.13764346581972,50,50.0,0,25.4,1.1,Main Building,22.0,5.0,Weekday,0,False,-0.05938937894068402,False,5.015077484856872,False,9.278594426976777,0.0
2026-01-07 08:09:24.282531,97.97564423556852,17.805067198199207,22.59366334335885,474,49.1,1,45.9,4.7,Main Building,20.0,5.0,Weekday,0,False,-0.07390453992395135,False,5.58356401679128,False,9.116573824358186,0.0
2026-01-07 09:09:24.282531,104.77258146845476,24.70380171523352,22.9695412068384,306,41.2,1,153.8,6.1,Main Building,22.0,5.0,Weekday,0,False,-0.1174851167415209,False,8.339414276965503,False,8.248372057595727,0.0
2026-01-07 10:09:24.282531,104.23893410063113,23.82106760311853,22.26289354148795,323,44.3,1,419.8,0.4,Main Building,22.0,5.0,Weekday,0,False,-0.08499485545057439,False,9.193339859321107,False,10.904086342158372,0.0
2026-01-07 11:09:24.282531,111.77152511651164,24.993573830582324,23.237659039889905,314,34.2,1,554.4,4.2,Main Building,22.0,5.0,Weekday,0,False,-0.0889969328168772,False,10.181960118158543,False,10.611549029087739,0.0
2026-01-07 12:09:24.282531,130.08567814638073,29.286623160975516,23.82503992771668,359,41.8,1,268.0,9.3,Main Building,22.0,5.0,Weekday,0,False,-0.0924538169634288,False,10.177372888651066,False,12.867742217325528,0.0
2026-01-07 13:09:24.282531,121.90700066962168,31.601073018010148,23.91090398447108,329,37.2,1,275.3,3.6,Main Building,22.0,5.0,Weekday,0,False,-0.1083927594809499,False,9.451190705890308,False,12.3677333416857,0.0
2026-01-07 14:09:24.282531,129.94002877431004,33.867420321522374,24.80875975343455,458,39.9,1,719.4,4.7,Main Building,22.0,5.0,Weekday,0,False,-0.03398765420097538,True,12.189557224283206,True,19.259757794226402,2.0
2026-01-07 15:09:24.282531,125.6953553094434,33.685631379119,25.844883195463837,494,36.6,1,462.9,2.5,Main Building,22.0,5.0,Weekday,0,False,-0.016630084792936817,True,13.354183099797487,True,20.10587096015026,2.0
2026-01-07 16:09:24.282531,98.9999878339901,29.686574301024077,24.19343226708934,507,35.9,1,447.4,1.6,Main Building,22.0,5.0,Weekday,0,False,-0.056639658947048255,False,10.66069460046932,False,15.028508564343175,0.0
2026-01-07 17:09:24.282531,94.9850912316009,34.19747539660356,26.443249742956347,337,35.2,1,153.7,1.9,Main Building,22.0,5.0,Weekday,0,False,-0.007140892476941607,False,11.901345607009137,True,18.00366674259209,1.0
2026-01-07 18:09:24.282531,80.23359200179728,32.57521289220204,25.42375403116694,312,42.5,1,76.7,1.2,Main Building,22.0,5.0,Holiday,2,True,0.015291636490073701,False,11.15833829038879,False,15.199758813000178,1.0
2026-01-07 19:09:24.282531,77.26451368886991,33.71061424976489,25.20203995417764,5,45.7,1,14.1,20.0,Main Building,22.0,5.0,Weekday,0,False,-0.01451696379102796,False,7.719585417224386,False,14.304303633569763,0.0
2026-01-07 20:09:24.282531,72.71498249533376,25.736262831926457,22.94982553396911,58,49.6,1,0.0,0.8,Main Building,22.0,5.0,Weekday,0,False,-0.11686421264183694,False,5.335369688536576,False,7.921588784489674,0.0
2026-01-07 21:09:24.282531,86.61447525759831,25.063993454855595,22.873072624020445,0,47.9,1,0.0,7.2,Main Building,22.0,5.0,Weekday,0,False,-0.12135984162040869,False,3.3785918579027427,False,7.4647076499750575,0.0
